// Start Time: Unknown
// Update Rate: Various
// Filter Profile: General (1.17)
// Option Flags: AHS Enabled ICC Enabled 
// GNSS Platform: Portable
// Firmware Version: 1.4.12
PacketCounter	UTC_Nano	UTC_Year	UTC_Month	UTC_Day	UTC_Hour	UTC_Minute	UTC_Second	UTC_Valid	Acc_X	Acc_Y	Acc_Z	Gyr_X	Gyr_Y	Gyr_Z	Mag_X	Mag_Y	Mag_Z	Roll	Pitch	Yaw
48881									0.191810	-0.066380	9.827720	0.002191	0.000021	-0.003589	-0.030171	0.384659	1.047632			
48882									0.177436	-0.052179	9.820522	-0.000669	-0.000651	-0.006154	-0.023528	0.387200	1.057934			
48883									0.184637	-0.075944	9.839671	0.002174	0.001944	-0.004867	-0.021095	0.387007	1.056201			
48884									0.182282	-0.064053	9.822918	0.001271	-0.002877	-0.004877	-0.030684	0.392434	1.063137			
48885									0.199002	-0.061576	9.818160	0.000585	0.000969	-0.004549	-0.032573	0.392031	1.053247			
48886									0.177419	-0.054561	9.825308	0.000881	0.002255	-0.002622	-0.028322	0.389914	1.061402			
48887									0.186965	-0.059268	9.830109	0.001826	0.002267	0.000584	-0.034895	0.389699	1.051103			
48888									0.175035	-0.059336	9.830089	0.002500	0.000985	-0.003587	-0.037691	0.390290	1.060584			
48889									0.175178	-0.068853	9.820510	-0.000403	0.003203	-0.004221	-0.030211	0.389511	1.051512			
48890									0.179736	-0.054550	9.834886	-0.000385	0.000959	-0.002624	-0.030715	0.385255	1.059255			
48891									0.187019	-0.064027	9.827713	0.001527	0.001300	-0.001662	-0.013978	0.386625	1.054877			
48892									0.203510	-0.054417	9.846894	0.001533	0.001939	-0.004548	-0.016360	0.391571	1.058552			
48893									0.179700	-0.052171	9.837281	0.004405	0.001646	-0.001983	-0.021024	0.389334	1.056204			
48894									0.187073	-0.068786	9.825317	0.002143	0.003551	-0.001978	-0.025799	0.389621	1.057732			
48895									0.177419	-0.054561	9.825308	0.001219	0.000974	-0.003266	-0.027980	0.391942	1.055593			
48896									0.189512	-0.068770	9.818140	-0.000385	0.001281	-0.003265	-0.035601	0.388068	1.064660			
48897									0.189476	-0.066391	9.820535	0.001537	0.001299	-0.003586	-0.032432	0.396685	1.053253			
48898									0.179680	-0.045029	9.832497	-0.000062	0.000642	-0.002305	-0.023548	0.389626	1.059873			
48899									0.189262	-0.052115	9.834903	-0.000384	0.001280	-0.003586	-0.030372	0.387284	1.053446			
48900									0.186856	-0.044988	9.830116	0.003181	-0.000937	-0.007440	-0.030574	0.389908	1.059260			
48901									0.175033	-0.054574	9.825304	0.000240	0.001928	-0.001660	-0.034966	0.387373	1.051100			
48902									0.177311	-0.045042	9.830100	0.002483	0.003229	-0.005506	-0.021469	0.377799	1.058127			
48903									0.163137	-0.054641	9.820497	0.000928	-0.001917	-0.002310	-0.025618	0.389422	1.053858			
48904									0.191757	-0.064001	9.832508	0.001891	-0.000946	-0.005515	-0.033026	0.392528	1.062933			
48905									0.206129	-0.071059	9.832528	0.003135	0.000995	-0.002626	-0.022862	0.393684	1.048257			
48906									0.194301	-0.066362	9.813362	0.001537	0.000980	-0.002625	-0.042516	0.385825	1.060170			
48907									0.186838	-0.044988	9.832509	0.000265	0.000004	-0.002307	-0.028050	0.389616	1.055590			
48908									0.196528	-0.059212	9.827731	0.002178	0.001305	-0.003907	-0.025961	0.387394	1.059666			
48909									0.170168	-0.037940	9.820517	0.001227	0.000331	-0.003268	-0.034481	0.394055	1.045297			
48910									0.189442	-0.068773	9.827714	-0.001677	0.000951	-0.000059	-0.035218	0.385245	1.054972			
48911									0.191739	-0.064002	9.834901	0.001537	0.001938	-0.005508	-0.029959	0.391639	1.047641			
48912									0.189225	-0.047355	9.834906	0.000255	0.001286	-0.003266	-0.025890	0.389720	1.059669			
48913									0.182264	-0.061673	9.822919	-0.000043	-0.000322	-0.003909	-0.022933	0.391357	1.048254			
48914									0.184596	-0.056900	9.825319	-0.001030	0.002235	-0.004545	-0.021478	0.389830	1.065889			
48915									0.191772	-0.056858	9.822937	0.000890	0.001934	-0.003585	-0.034784	0.387174	1.047226			
48916									0.184563	-0.064044	9.837283	0.003168	-0.000935	-0.004874	-0.028283	0.385062	1.057522			
48917									0.196704	-0.063966	9.808580	0.003150	-0.000928	-0.000706	-0.025456	0.391650	1.051924			
48918									0.203792	-0.061548	9.815774	0.000909	-0.000308	-0.001987	-0.033369	0.390499	1.068741			
48919									0.203828	-0.066308	9.815772	-0.000056	0.000324	-0.002626	-0.023559	0.380022	1.054051			
48920									0.186963	-0.052125	9.822932	0.003150	-0.000290	-0.002308	-0.018844	0.387012	1.058342			
48921									0.179843	-0.061688	9.827702	0.002533	-0.000942	-0.005835	-0.028010	0.384764	1.051711			
48922									0.163083	-0.047501	9.820501	0.001511	0.002902	-0.001979	-0.025567	0.394175	1.055801			
48923									0.186982	-0.056886	9.825323	0.001201	0.002258	-0.002622	-0.039115	0.398996	1.046831			
48924									0.191861	-0.061616	9.815754	0.000234	0.004492	-0.006464	-0.026122	0.385166	1.061600			
48925									0.186891	-0.044986	9.825329	0.002507	0.000345	-0.003268	-0.027778	0.389318	1.049779			
48926									0.191736	-0.054479	9.825332	0.002209	-0.001582	-0.003273	-0.030684	0.392434	1.063137			
48927									0.179828	-0.068831	9.837273	0.001181	0.004181	-0.003258	-0.029979	0.394065	1.049580			
48928									0.182245	-0.056912	9.820528	0.001538	0.001297	-0.003906	-0.026102	0.382740	1.059661			
48929									0.179736	-0.054550	9.834886	0.001208	0.001616	-0.002623	-0.030211	0.389511	1.051512			
48930									0.179859	-0.059306	9.822916	0.002812	0.001631	-0.003265	-0.028484	0.387686	1.063336			
48931									0.189331	-0.049732	9.822937	-0.000355	-0.001926	-0.001670	-0.029959	0.391639	1.047641			
48932									0.191581	-0.045112	9.822878	0.000903	0.000651	-0.003267	-0.030897	0.385454	1.063129			
48933									0.210832	-0.056900	9.813329	0.000218	0.000646	-0.002947	-0.020914	0.386808	1.052327			
48934									0.174808	-0.042830	9.830032	0.002782	0.000345	-0.003268	-0.030503	0.392235	1.059263			
48935									0.194221	-0.071276	9.815688	-0.001072	0.001914	-0.004225	-0.030443	0.384957	1.053443			
48936									0.179763	-0.068984	9.832420	0.001169	0.000973	-0.002304	-0.033168	0.387874	1.062927			
48937									0.184532	-0.057052	9.820466	0.001492	0.000016	-0.000383	-0.032210	0.391634	1.045499			
48938									0.193903	-0.061767	9.849202	-0.001390	0.001269	-0.003586	-0.040013	0.387958	1.058440			
48939									0.177301	-0.049954	9.822852	0.001501	0.001293	-0.005510	-0.032482	0.391932	1.051310			
48940									0.191673	-0.057012	9.822872	-0.001974	-0.002908	-0.004877	-0.028535	0.382933	1.061393			
48941									0.179688	-0.052321	9.825248	0.000206	0.001285	-0.002303	-0.032694	0.384952	1.051302			
48942									0.179688	-0.052321	9.825248	0.000543	0.000644	-0.004228	-0.023871	0.385171	1.063742			
48943									0.179848	-0.059457	9.810883	0.000540	0.001606	-0.005829	-0.027990	0.382338	1.049771			
48944									0.174828	-0.049971	9.834815	0.002175	-0.001269	-0.006477	-0.033329	0.385647	1.064861			
48945									0.184621	-0.064191	9.815676	0.001803	0.000982	-0.000701	-0.025598	0.386996	1.051918			
48946									0.179564	-0.047565	9.837218	0.002149	-0.000303	-0.003270	-0.030877	0.383028	1.061189			
48947									0.186864	-0.052279	9.822866	0.005009	0.001010	-0.001985	-0.025396	0.384372	1.046104			
48948									0.182149	-0.066589	9.830032	0.001186	0.000329	-0.004229	-0.019096	0.384884	1.062214			
48949									0.162985	-0.052417	9.825220	0.000215	0.001281	-0.004226	-0.025578	0.384570	1.049978			
48950									0.174919	-0.061872	9.834809	0.001532	-0.002874	-0.001992	-0.028212	0.387388	1.057525			
48951									0.196483	-0.066506	9.827662	-0.000428	0.001279	-0.003586	-0.034966	0.387373	1.051100			
48952									0.198691	-0.054596	9.839640	-0.001061	0.001271	-0.005189	-0.026000	0.392245	1.063546			
48953									0.189233	-0.054647	9.827656	0.000536	0.000326	-0.001985	-0.032533	0.387179	1.049368			
48954									0.167775	-0.054770	9.825227	0.000848	0.002249	-0.005186	-0.021407	0.392157	1.065892			
48955									0.184532	-0.059433	9.822859	0.001174	0.000973	-0.003266	-0.034714	0.389501	1.047229			
48956									0.186919	-0.061800	9.825255	0.002490	-0.000943	-0.006156	-0.035530	0.390394	1.064663			
48957									0.194060	-0.059379	9.825268	0.002156	0.000018	-0.005513	-0.025578	0.384570	1.049978			
48958									0.186992	-0.071320	9.825250	0.004407	-0.001245	-0.004875	-0.011889	0.384403	1.058953			
48959									0.177337	-0.052333	9.820457	0.003078	0.001633	-0.001341	-0.032714	0.387378	1.053242			
48960									0.182038	-0.047548	9.825254	-0.001700	0.001264	-0.005188	-0.038195	0.386034	1.068327			
48961									0.194132	-0.066519	9.822871	-0.001087	0.001917	-0.001019	-0.030100	0.386986	1.047635			
48962									0.179759	-0.054699	9.818066	0.003417	0.001633	-0.005189	-0.021206	0.389532	1.060078			
48963									0.179670	-0.049941	9.825249	0.004055	0.001319	-0.004228	-0.037065	0.401626	1.054787			
48964									0.184421	-0.040392	9.818081	0.000206	0.001286	-0.001983	-0.030806	0.385354	1.061192			
48965									0.189391	-0.057021	9.808507	0.000216	0.000005	-0.001024	-0.037126	0.387268	1.047022			
48966									0.182180	-0.057065	9.815675	0.000889	-0.002238	-0.002632	-0.018844	0.387012	1.058342			
48967									0.177252	-0.059479	9.839602	0.004084	-0.001249	-0.004234	-0.030030	0.389313	1.047638			
48968									0.187008	-0.064177	9.815680	0.002474	-0.000299	-0.004231	-0.026011	0.382641	1.057723			
48969									0.186810	-0.047520	9.825262	-0.000729	-0.000969	-0.001988	-0.029959	0.391639	1.047641			
48970									0.193933	-0.045100	9.827669	0.000543	0.000645	-0.004229	-0.021226	0.391958	1.062018			
48971									0.186760	-0.054665	9.839620	0.001802	0.002261	-0.003905	-0.041992	0.387655	1.050487			
48972									0.196499	-0.061744	9.820484	-0.000414	-0.000004	-0.003268	-0.033057	0.385349	1.059050			
48973									0.196428	-0.059366	9.827666	0.000871	0.000647	-0.006153	-0.025386	0.393977	1.051926			
48974									0.174971	-0.061869	9.827629	-0.002012	-0.000662	-0.002306	-0.023548	0.389626	1.059873			
48975									0.162965	-0.045275	9.820437	-0.000730	-0.000331	-0.003268	-0.027688	0.389219	1.047842			
48976									0.189198	-0.054649	9.832443	0.001453	0.004504	-0.003258	-0.030645	0.387582	1.059257			
48977									0.186813	-0.057043	9.834832	-0.000432	0.001278	-0.002945	-0.025547	0.391749	1.053861			
48978									0.184441	-0.047533	9.822865	0.002485	-0.001262	-0.004234	-0.033057	0.385349	1.059050			
48979									0.196269	-0.054612	9.844423	0.000863	0.001288	-0.006152	-0.032714	0.387378	1.053242			
48980									0.203711	-0.064082	9.815708	-0.000717	-0.001609	-0.002951	-0.030534	0.385056	1.055380			
48981									0.167598	-0.047635	9.841985	-0.000089	-0.000326	-0.003910	-0.027597	0.389119	1.045905			
48982									0.179833	-0.068981	9.822846	0.000541	0.001285	-0.005509	-0.023780	0.385072	1.061805			
48983									0.193989	-0.057001	9.832450	0.000858	0.001289	-0.004869	-0.018824	0.384586	1.056402			
48984									0.189217	-0.057029	9.832442	0.002467	-0.000298	-0.002949	-0.035419	0.387869	1.060786			
48985									0.189198	-0.054649	9.832443	0.001518	-0.001270	-0.002951	-0.037186	0.394546	1.052841			
48986									0.177355	-0.054713	9.820456	0.002463	0.000662	-0.004229	-0.028444	0.382834	1.059456			
48987									0.179582	-0.049945	9.837217	0.000868	0.000645	-0.005511	-0.027889	0.391843	1.053656			
48988									0.186904	-0.068943	9.834826	0.001207	-0.001595	-0.004233	-0.028161	0.392141	1.059467			
48989									0.179830	-0.059458	9.813277	0.001814	0.000339	-0.001344	-0.037166	0.392120	1.050901			
48990									0.186953	-0.057037	9.815683	0.000203	0.002247	-0.003904	-0.025779	0.387195	1.055792			
48991									0.182093	-0.057068	9.827643	0.003087	0.001632	-0.003265	-0.039508	0.392214	1.050697			
48992									0.194096	-0.064139	9.825266	0.000831	0.003215	-0.003902	-0.023548	0.389626	1.059873			
48993									0.191604	-0.061777	9.837231	0.000226	0.000001	-0.003589	-0.028000	0.394368	1.057533			
48994									0.194129	-0.056996	9.813302	-0.000104	0.001282	-0.004227	-0.033360	0.378468	1.060979			
48995									0.182129	-0.059448	9.825248	0.000190	0.003209	-0.003581	-0.032674	0.382526	1.049362			
48996									0.193971	-0.054621	9.832451	0.002159	-0.000623	-0.004553	-0.028645	0.385459	1.065270			
48997									0.184549	-0.057052	9.818073	0.001184	-0.000309	-0.001986	-0.023004	0.389031	1.048251			
48998									0.189379	-0.073687	9.827647	0.001503	-0.001586	0.001217	-0.030534	0.385056	1.055380			
48999									0.191671	-0.052251	9.818087	0.001175	0.000973	-0.003266	-0.034966	0.387373	1.051100			
49000									0.181916	-0.049933	9.844401	0.000555	-0.001600	-0.001669	-0.042264	0.387953	1.056298			
49001									0.189233	-0.054647	9.827656	0.001503	0.000654	-0.004229	-0.032502	0.394358	1.053250			
49002									0.179582	-0.049945	9.837217	-0.000391	-0.001611	-0.004554	-0.019116	0.387310	1.064154			
49003									0.194077	-0.059379	9.822875	0.001487	0.002578	-0.005507	-0.030534	0.385056	1.055380			
49004									0.189180	-0.052269	9.832444	0.000562	-0.001600	-0.002952	-0.028353	0.382735	1.057519			
49005									0.184423	-0.045153	9.822866	-0.000414	-0.000645	-0.001667	-0.023276	0.389328	1.054062			
49006									0.186831	-0.057042	9.832438	0.000557	-0.000639	-0.004232	-0.028393	0.387587	1.061399			
49007									0.186957	-0.068941	9.827645	0.000858	0.001289	-0.004868	-0.025961	0.387394	1.059666			
49008									0.179798	-0.068982	9.827633	-0.000069	-0.001608	-0.004874	-0.025980	0.389819	1.061606			
49009									0.175021	-0.054725	9.813271	0.002134	0.000661	-0.002305	-0.027869	0.389417	1.051716			
49010									0.182039	-0.052309	9.830039	0.000551	-0.000638	-0.002949	-0.035601	0.388068	1.064660			
49011									0.201185	-0.064101	9.834852	-0.001058	0.000631	-0.004229	-0.025507	0.386897	1.049981			
49012									0.196499	-0.061744	9.820484	0.000860	0.001290	-0.005189	-0.025941	0.384968	1.057726			
49013									0.184535	-0.066575	9.830036	0.002740	0.003235	-0.001658	-0.018592	0.389140	1.054471			
49014									0.177321	-0.057096	9.827635	0.001178	0.001291	-0.004868	-0.018612	0.391566	1.056411			
49015									0.177447	-0.068994	9.822842	-0.000145	0.003528	-0.001335	-0.030191	0.387085	1.049572			
49016									0.167704	-0.050011	9.830016	0.000543	0.000323	-0.003587	-0.030605	0.382730	1.055378			
49017									0.194024	-0.057000	9.827663	0.001188	0.000330	-0.004550	-0.025235	0.386599	1.044170			
49018									0.189234	-0.057028	9.830049	0.001196	0.000008	-0.005513	-0.030645	0.387582	1.059257			
49019									0.167773	-0.047627	9.818050	0.000542	0.000323	-0.003267	-0.032482	0.391932	1.051310			
49020									0.182147	-0.061828	9.825247	0.001783	0.002265	0.000264	-0.025941	0.384968	1.057726			
49021									0.186988	-0.059417	9.813289	0.002463	0.000344	-0.003268	-0.032564	0.380001	1.045485			
49022									0.172513	-0.054744	9.830022	0.002801	-0.001580	-0.002631	-0.030483	0.389809	1.057323			
49023									0.191712	-0.068914	9.830047	0.000874	-0.000634	-0.003590	-0.020642	0.386510	1.046515			
49024									0.174916	-0.052349	9.825240	-0.001677	-0.001302	-0.003911	-0.026051	0.387493	1.061603			
49025									0.182056	-0.049928	9.825253	0.000226	0.000641	-0.004870	-0.020812	0.396314	1.056212			
49026									0.191656	-0.059394	9.827658	0.002480	-0.000621	-0.004873	-0.025961	0.387394	1.059666			
49027									0.182167	-0.068969	9.830031	0.000851	0.001290	-0.003585	-0.025255	0.389025	1.046109			
49028									0.177462	-0.061851	9.813272	0.002797	-0.000617	-0.003911	-0.026102	0.382740	1.059661			
49029									0.194114	-0.066519	9.825265	-0.000428	0.001279	-0.003586	-0.034844	0.394452	1.053046			
49030									0.203676	-0.064083	9.820495	0.001480	0.002261	-0.003264	-0.028121	0.387289	1.055588			
49031									0.196357	-0.054608	9.832455	0.003759	-0.000928	-0.003913	-0.028223	0.377784	1.051702			
49032									0.182279	-0.054530	9.813348	0.004055	0.001320	-0.003907	-0.032916	0.390002	1.059056			
49033									0.175001	-0.061718	9.837268	0.000252	0.000644	-0.004870	-0.032553	0.389605	1.051307			
49034									0.187056	-0.068787	9.827710	0.002481	0.000669	-0.002306	-0.028121	0.387289	1.055588			
49035									0.184544	-0.056902	9.832499	0.001858	0.000338	-0.005193	-0.023094	0.389130	1.050188			
49036									0.182297	-0.056910	9.813347	0.004100	0.000040	-0.004553	-0.030625	0.385156	1.057317			
49037									0.177368	-0.056944	9.834881	0.002152	0.000666	-0.000383	-0.028050	0.389616	1.055590			
49038									0.189330	-0.047351	9.820544	0.002478	0.001310	-0.002947	-0.028303	0.387488	1.059462			
49039									0.187054	-0.061645	9.820533	0.000876	0.001935	-0.004227	-0.027869	0.389417	1.051716			
49040									0.182157	-0.054535	9.830103	0.002485	0.000347	-0.002307	-0.023669	0.382547	1.057928			
49041									0.179862	-0.066449	9.830093	0.001547	-0.000627	-0.004874	-0.028121	0.387289	1.055588			
49042									0.175175	-0.061711	9.813333	0.002498	0.000025	-0.004231	-0.030483	0.389809	1.057323			
49043									0.191737	-0.056860	9.827724	-0.000106	0.002891	-0.001981	-0.030282	0.387185	1.051509			
49044									0.196368	-0.052077	9.842096	0.001206	0.000976	-0.004230	-0.028322	0.389914	1.061402			
49045									0.184562	-0.059282	9.832498	0.003762	0.001000	-0.003268	-0.025578	0.384570	1.049978			
49046									0.184577	-0.052139	9.822928	0.001842	0.001943	-0.005510	-0.032896	0.387577	1.057116			
49047									0.179876	-0.056925	9.818130	-0.000374	-0.000644	-0.004232	-0.023185	0.389229	1.052125			
49048									0.179789	-0.056929	9.830098	0.001848	0.000340	-0.002948	-0.025941	0.384968	1.057726			
49049									0.189245	-0.054497	9.839689	0.001503	0.001943	-0.001663	-0.029959	0.391639	1.047641			
49050									0.194140	-0.054464	9.822942	0.002143	0.002911	-0.003905	-0.028172	0.382536	1.053645			
49051									0.179753	-0.054549	9.832493	0.001864	-0.000943	-0.003272	-0.032341	0.396585	1.051316			
49052									0.184755	-0.061655	9.808562	0.001509	0.001943	-0.002624	-0.032805	0.387477	1.055179			
49053									0.184562	-0.059282	9.832498	0.003138	0.000350	-0.005193	-0.032674	0.382526	1.049362			
49054									0.191933	-0.068755	9.813357	-0.003287	0.001898	-0.003584	-0.035470	0.383116	1.058843			
49055									0.191718	-0.052099	9.825333	-0.001013	-0.000009	-0.006155	-0.030030	0.389313	1.047638			
49056									0.182083	-0.042634	9.827715	-0.000418	0.001925	-0.001342	-0.035419	0.387869	1.060786			
49057									0.191934	-0.071136	9.815749	0.000876	0.001936	-0.004227	-0.037166	0.392120	1.050901			
49058									0.187071	-0.061644	9.818140	0.000543	0.002575	-0.002943	-0.023528	0.387200	1.057934			
49059									0.179805	-0.052166	9.822920	-0.001692	0.002552	-0.004225	-0.027778	0.389318	1.049779			
49060									0.182211	-0.061675	9.830100	0.000268	-0.001279	-0.003272	-0.026011	0.382641	1.057723			
49061									0.184616	-0.064041	9.830102	0.000565	0.000970	-0.003908	-0.022984	0.386605	1.046311			
49062									0.175125	-0.068855	9.827691	0.001545	-0.000307	-0.005193	-0.030715	0.385255	1.059255			
49063									0.175087	-0.059334	9.822908	0.000234	0.002568	-0.005507	-0.032785	0.385051	1.053239			
49064									0.182120	-0.049775	9.830105	0.000859	0.003218	-0.003904	-0.026031	0.385067	1.059663			
49065									0.189387	-0.059253	9.825326	0.001847	0.000342	-0.002628	-0.027657	0.396397	1.051725			
